Name,Odds,FinishPosition,$2WinPay,$2PlacePay,$2ShowPay,ExactaPay,QuinellaPayFieldSize,Track,RaceNum,Date,DistYrds,Surface,TrackCondition,ClassDescriptor,Purse,Weight,BettersToteProb,BettersToteProbRk,BettersToteProbDiff
CONDESTABLE,3.7,2,0,4.8,3.4,38.4,0,6,CDX,4,05-30-2016,1320,D,FT,C,32000,118,.8733,2,-4.109997E-02
SON OF PEARL,2.7,6,0,0,0,38.4,0,6,CDX,4,05-30-2016,1320,D,FT,C,32000,118,.7696,6,-.1448
PROFLUENT,7.7,5,0,0,0,38.4,0,6,CDX,4,05-30-2016,1320,D,FT,C,32000,118,.9144,1,4.109997E-02
GOLD WING,3.1,5,0,0,2.6,66.4,0,8,CDX,5,05-30-2016,1980,T,FM,C,35000,118,.8298,5,-.1178
RUN LIKE ELLE,18.3,7,0,0,0,66.4,0,8,CDX,5,05-30-2016,1980,T,FM,C,35000,118,.9476,1,5.580002E-02
RANSACK,1.7,4,0,0,0,66.4,0,8,CDX,5,05-30-2016,1980,T,FM,C,35000,118,.8186,7,-.129
PATRICK'S DAY,6.5,1,15,7.2,4.4,66.4,0,8,CDX,5,05-30-2016,1980,T,FM,C,35000,118,.8918,2,-5.580002E-02
PERFECT SAINT,3.1,3,0,0,2.6,66.4,0,8,CDX,5,05-30-2016,1980,T,FM,C,35000,118,.8278,6,-.1198
SAMICEAN (GER),4.4,6,0,0,0,66.4,0,8,CDX,5,05-30-2016,1980,T,FM,C,35000,118,.8451,4,-.1025
GOING STRONG,16.4,8,0,0,0,66.4,0,8,CDX,5,05-30-2016,1980,T,FM,C,35000,118,.8665,3,-8.109999E-02
KREWE CHIEF,4.5,2,0,5.2,3.4,66.4,0,8,CDX,5,05-30-2016,1980,T,FM,C,35000,118,.8157,8,-.1319
LEONARDO DA VINCI,7.4,7,0,0,0,35.2,0,7,CDX,6,05-30-2016,2200,D,FT,S,50000,116,.8728,1,1.480001E-02
HAPPY MATCH,3,3,0,0,2.2,35.2,0,7,CDX,6,05-30-2016,2200,D,FT,S,50000,116,.8152,4,-5.760002E-02
TOM'S D'ETAT,9.3,2,0,6.8,4.2,35.2,0,7,CDX,6,05-30-2016,2200,D,FT,S,50000,116,.858,2,-1.480001E-02
CHASIN CHARLIE,25.9,5,0,0,0,35.2,0,7,CDX,6,05-30-2016,2200,D,FT,S,50000,116,.7613,7,-.1115
AZTEC SENSE,5.1,4,0,0,0,35.2,0,7,CDX,6,05-30-2016,2200,D,FT,S,50000,116,.8388,3,-3.399998E-02
HINT OF ROSES,.9,1,3.8,2.6,2.1,35.2,0,7,CDX,6,05-30-2016,2200,D,FT,S,50000,116,.8012,5,-7.160002E-02
COSMIC QUEST,25.3,6,0,0,0,35.2,0,7,CDX,6,05-30-2016,2200,D,FT,S,50000,116,.7732,6,-9.960002E-02
JAZZY TIMES,.5,3,0,0,2.1,107.4,0,9,CDX,7,05-30-2016,1430,D,FT,AO,52000,122,.8442,7,-8.950001E-02
BACK TOGETHERAGAIN,101.4,9,0,0,0,107.4,0,9,CDX,7,05-30-2016,1430,D,FT,AO,52000,118,.4096,9,-.5241001
PATTON PROUD,12.9,7,0,0,0,107.4,0,9,CDX,7,05-30-2016,1430,D,FT,AO,52000,122,.8938,2,-.0399
TWIZZ,13.4,2,0,10.6,4,107.4,0,9,CDX,7,05-30-2016,1430,D,FT,AO,52000,118,.864,3,-.0697
GRAY SKY,5.3,5,0,0,0,107.4,0,9,CDX,7,05-30-2016,1430,D,FT,AO,52000,118,.8518,6,-.0819
RESIDE,51.2,8,0,0,0,107.4,0,9,CDX,7,05-30-2016,1430,D,FT,AO,52000,120,.6682,8,-.2655
RATED R SUPERSTAR,5.4,1,12.8,6.4,2.8,107.4,0,9,CDX,7,05-30-2016,1430,D,FT,AO,52000,118,.8531,5,-8.060002E-02
BLUE WINGS,17.6,4,0,0,0,107.4,0,9,CDX,7,05-30-2016,1430,D,FT,AO,52000,118,.9337,1,.0399
CASH BONUS,24.8,6,0,0,0,107.4,0,9,CDX,7,05-30-2016,1430,D,FT,AO,52000,118,.8566,4,-7.710004E-02
BELLA VELOCHE,14.7,10,0,0,0,46.8,0,10,CDX,8,05-30-2016,1760,T,FM,S,50000,116,.9028,3,-2.939999E-02
ELLENS BIRTHDAY,13.9,2,0,12.4,6.2,46.8,0,10,CDX,8,05-30-2016,1760,T,FM,S,50000,116,.8955,4,-3.670001E-02
BELLA AMBER,60.1,6,0,0,0,46.8,0,10,CDX,8,05-30-2016,1760,T,FM,S,50000,123,.5071,10,-.4251
OCEAN REEF,5.2,5,0,0,0,46.8,0,10,CDX,8,05-30-2016,1760,T,FM,S,50000,116,.8227,7,-.1095
BROOKS HOUSE,11.3,3,0,0,5.2,46.8,0,10,CDX,8,05-30-2016,1760,T,FM,S,50000,116,.9053,2,-2.689999E-02
HAVANA DREAM,1.4,1,4.8,3.8,2.8,46.8,0,10,CDX,8,05-30-2016,1760,T,FM,S,50000,116,.8218,8,-.1104
PART TIME MODEL,6.1,9,0,0,0,46.8,0,10,CDX,8,05-30-2016,1760,T,FM,S,50000,116,.786,9,-.1462
MUNDY ROAD,13.6,4,0,0,0,46.8,0,10,CDX,8,05-30-2016,1760,T,FM,S,50000,116,.8658,6,-6.639999E-02
TIZTHESOUND,6.9,8,0,0,0,46.8,0,10,CDX,8,05-30-2016,1760,T,FM,S,50000,116,.9322,1,2.689999E-02
FLORID,11.4,7,0,0,0,46.8,0,10,CDX,8,05-30-2016,1760,T,FM,S,50000,116,.8878,5,-4.440004E-02
MONEY FLOWS,2.1,3,0,0,2.6,60.2,0,8,CDX,9,05-30-2016,1980,D,FT,AO,56000,123,.7663,7,-.148
PAID ADMISSION,5.8,6,0,0,0,60.2,0,8,CDX,9,05-30-2016,1980,D,FT,AO,56000,123,.9085,2,-5.800009E-03
KING OF NEW YORK,5.6,7,0,0,0,60.2,0,8,CDX,9,05-30-2016,1980,D,FT,AO,56000,123,.8738,4,-4.050004E-02
IRISH YOU WELL,19.5,5,0,0,0,60.2,0,8,CDX,9,05-30-2016,1980,D,FT,AO,56000,123,.7298,8,-.1845
GORGEOUS BIRD,8.8,8,0,0,0,60.2,0,8,CDX,9,05-30-2016,1980,D,FT,AO,56000,123,.9143,1,5.800009E-03
SCUBA,3.5,2,0,5,2.6,60.2,0,8,CDX,9,05-30-2016,1980,D,FT,AO,56000,123,.8064,6,-.1079
HAWAAKOM,5.6,1,13.2,7.4,4.4,60.2,0,8,CDX,9,05-30-2016,1980,D,FT,AO,56000,123,.8672,5,-4.710001E-02
RAAGHEB,11.2,4,0,0,0,60.2,0,8,CDX,9,05-30-2016,1980,D,FT,AO,56000,123,.8991,3,-1.520002E-02
CRONINTHEBARBARIAN,5.6,5,0,0,0,45,0,10,CDX,10,05-30-2016,1760,T,FM,AO,54000,123,.8857,2,-.0668
TOWN EXTENSION,19.5,6,0,0,0,45,0,10,CDX,10,05-30-2016,1760,T,FM,AO,54000,123,.7155,10,-.237
BIG CHANGES,3.6,1,9.2,5.2,4.8,45,0,10,CDX,10,05-30-2016,1760,T,FM,AO,54000,123,.8266,3,-.1259
HEUSTON (IRE),18.4,3,0,0,8.8,45,0,10,CDX,10,05-30-2016,1760,T,FM,AO,54000,123,.9525,1,.0668
VICI,2.7,4,0,0,0,45,0,10,CDX,10,05-30-2016,1760,T,FM,AO,54000,123,.7755,6,-.177
LET US BE GLAD,20.5,10,0,0,0,45,0,10,CDX,10,05-30-2016,1760,T,FM,AO,54000,123,.7611,7,-.1914
FLATLINED,3.1,2,0,4,3.2,45,0,10,CDX,10,05-30-2016,1760,T,FM,AO,54000,123,.8253,4,-.1272
HARMONIC,25.1,7,0,0,0,45,0,10,CDX,10,05-30-2016,1760,T,FM,AO,54000,123,.7204,9,-.2321
TARPY'S SURPRISE,8,9,0,0,0,45,0,10,CDX,10,05-30-2016,1760,T,FM,AO,54000,123,.8244,5,-.1281
CLAYMAKER,21.8,8,0,0,0,45,0,10,CDX,10,05-30-2016,1760,T,FM,AO,54000,123,.7296,8,-.2229
DONIA ANTONIA,9.5,8,0,0,0,163.2,0,12,CDX,11,05-30-2016,1320,D,FT,M,16000,116,.8715,5,-.0302
SASHENKA,5.8,2,0,6.6,4.2,163.2,0,12,CDX,11,05-30-2016,1320,D,FT,M,16000,116,.9017,1,1.270002E-02
NATIVE INDY,8.9,3,0,0,5,163.2,0,12,CDX,11,05-30-2016,1320,D,FT,M,16000,116,.889,2,-1.270002E-02
FIRST DAUGHTER,11.2,1,24.4,13.4,6,163.2,0,12,CDX,11,05-30-2016,1320,D,FT,M,16000,122,.8723,4,-2.939999E-02
CLEVER STUDENT,32.4,10,0,0,0,163.2,0,12,CDX,11,05-30-2016,1320,D,FT,M,16000,116,.7081,10,-.1936
ATRUEVISION,12.7,4,0,0,0,163.2,0,12,CDX,11,05-30-2016,1320,D,FT,M,16000,116,.8453,7,-.0564
AMAZING PARTY,12.4,9,0,0,0,163.2,0,12,CDX,11,05-30-2016,1320,D,FT,M,16000,122,.8777,3,-2.400005E-02
UNKNOWN BLESSING,3.9,12,0,0,0,163.2,0,12,CDX,11,05-30-2016,1320,D,FT,M,16000,122,.8653,6,-3.640002E-02
TIZATRAPPE,15.4,6,0,0,0,163.2,0,12,CDX,11,05-30-2016,1320,D,FT,M,16000,116,.8151,8,-8.660001E-02
B B SEA,2,5,0,0,0,163.2,0,12,CDX,11,05-30-2016,1320,D,FT,M,16000,116,.7515,9,-.1502
DIRECTIONER,68.8,11,0,0,0,163.2,0,12,CDX,11,05-30-2016,1320,D,FT,M,16000,122,.6003,11,-.3014
DESIGNING BELLAMY,119.4,7,0,0,0,163.2,0,12,CDX,11,05-30-2016,1320,D,FT,M,16000,116,.4575,12,-.4442
DANCING WAVES,50,8,0,0,0,16.6,0,8,CTX,1,05-27-2016,990,D,FT,C,10000,120,.9588,1,3.900003E-02
JEYRAN (AZE),2.6,1,7.2,3.2,2.6,16.6,0,8,CTX,1,05-27-2016,990,D,FT,C,10000,120,.7495,7,-.2093
SAINT EMMA'S FIRE,1.6,2,0,2.8,2.4,16.6,0,8,CTX,1,05-27-2016,990,D,FT,C,10000,122,.7836,6,-.1752
MAKIN' LILY,11.4,3,0,0,2.2,16.6,0,8,CTX,1,05-27-2016,990,D,FT,C,10000,122,.8891,3,-.0697
MS. GREEN MONKEY,27.4,7,0,0,0,16.6,0,8,CTX,1,05-27-2016,990,D,FT,C,10000,110,.8264,5,-.1324
I BEAT YOU,11.6,5,0,0,0,16.6,0,8,CTX,1,05-27-2016,990,D,FT,C,10000,120,.9198,2,-3.900003E-02
ALISSA R N,27.3,4,0,0,0,16.6,0,8,CTX,1,05-27-2016,990,D,FT,C,10000,122,.7386,8,-.2202
FOREVER LILY,2.3,6,0,0,0,16.6,0,8,CTX,1,05-27-2016,990,D,FT,C,10000,122,.8501,4,-.1087
NAJMAH'S TRAIN,30.5,6,0,0,0,118.8,0,7,CTX,2,05-27-2016,1540,D,FT,S,23000,118,.7056,7,-.195
RETIREMENT PLAN C,9.5,1,21,10.4,4.8,118.8,0,7,CTX,2,05-27-2016,1540,D,FT,S,23000,124,.8673,2,-3.330004E-02
CASHTON PEAK,2.9,4,0,0,0,118.8,0,7,CTX,2,05-27-2016,1540,D,FT,S,23000,118,.8245,4,-7.609999E-02
SINGING HARVEST,6.4,5,0,0,0,118.8,0,7,CTX,2,05-27-2016,1540,D,FT,S,23000,124,.9006,1,3.330004E-02
NUMBERS,29.4,7,0,0,0,118.8,0,7,CTX,2,05-27-2016,1540,D,FT,S,23000,118,.7661,6,-.1345
OVERDRAWN,4.2,2,0,6,3.4,118.8,0,7,CTX,2,05-27-2016,1540,D,FT,S,23000,118,.8211,5,-7.950002E-02
HELGOLAND,1.1,3,0,0,2.2,118.8,0,7,CTX,2,05-27-2016,1540,D,FT,S,23000,118,.8665,3,-.0341
BURNT OFFERING,2.4,6,0,0,0,80.2,0,7,CTX,3,05-27-2016,1540,D,FT,C,10000,120,.8503,3,-6.699997E-02
GAMBIT'S DELIGHT,6.6,1,15.2,7,6,80.2,0,7,CTX,3,05-27-2016,1540,D,FT,C,10000,118,.9173,1,.037
SEA ZAR RUN,2.3,3,0,0,3.6,80.2,0,7,CTX,3,05-27-2016,1540,D,FT,C,10000,118,.8451,4,-.0722
SPARKLING JEWEL,6.1,2,0,5.8,5.6,80.2,0,7,CTX,3,05-27-2016,1540,D,FT,C,10000,118,.8442,5,-7.309997E-02
TONY TILE,7.4,7,0,0,0,80.2,0,7,CTX,3,05-27-2016,1540,D,FT,C,10000,118,.8803,2,-.037
BANJAMMER,28.3,4,0,0,0,80.2,0,7,CTX,3,05-27-2016,1540,D,FT,C,10000,120,.7325,7,-.1848
LIMMEY,4,5,0,0,0,80.2,0,7,CTX,3,05-27-2016,1540,D,FT,C,10000,118,.793,6,-.1243
CAPTAIN HOLIDAY,3.8,4,0,0,0,44.2,0,8,CTX,4,05-27-2016,1540,D,FT,S,23000,118,.8765,4,-5.909997E-02
COLOMBIAN SECRET,7.1,5,0,0,0,44.2,0,8,CTX,4,05-27-2016,1540,D,FT,S,23000,124,.8448,5,-9.079999E-02
ODIE MY MAN,16.7,7,0,0,0,44.2,0,8,CTX,4,05-27-2016,1540,D,FT,S,23000,118,.8797,3,-5.589998E-02
ROCKET ROAD,24.6,6,0,0,0,44.2,0,8,CTX,4,05-27-2016,1540,D,FT,S,23000,118,.9011,2,-.0345
DR. TUCKER,4.2,3,0,0,3.4,44.2,0,8,CTX,4,05-27-2016,1540,D,FT,S,23000,118,.8185,7,-.1171
BLIXT,1.2,1,4.4,3,2.6,44.2,0,8,CTX,4,05-27-2016,1540,D,FT,S,23000,118,.7601,8,-.1755
DEANDREA'S PRIDE,9.2,8,0,0,0,44.2,0,8,CTX,4,05-27-2016,1540,D,FT,S,23000,118,.8272,6,-.1084
HE'S A GOLD DIGGER,17.6,2,0,12.6,5.4,44.2,0,8,CTX,4,05-27-2016,1540,D,FT,S,23000,118,.9356,1,.0345
CYTHEREAN,8.8,5,0,0,0,90.4,0,9,CTX,5,05-27-2016,1540,D,FT,C,10000,120,.8947,2,-6.669998E-02
RIGHTEOUS AGAIN,8.1,2,0,7.6,4.2,90.4,0,9,CTX,5,05-27-2016,1540,D,FT,C,10000,120,.8472,4,-.1142
FIGPENN,2.4,3,0,0,3,90.4,0,9,CTX,5,05-27-2016,1540,D,FT,C,10000,118,.8486,3,-.1128
ROJO PERFECTO,7,1,16,8,4.2,90.4,0,9,CTX,5,05-27-2016,1540,D,FT,C,10000,118,.8416,5,-.1198
MORE THAN LIKELY,36.6,9,0,0,0,90.4,0,9,CTX,5,05-27-2016,1540,D,FT,C,10000,118,.7896,7,-.1718
CALVARY RAID,85.1,6,0,0,0,90.4,0,9,CTX,5,05-27-2016,1540,D,FT,C,10000,118,.3186,9,-.6428
WILKO RUM,2.9,8,0,0,0,90.4,0,9,CTX,5,05-27-2016,1540,D,FT,C,10000,120,.8128,6,-.1486
BELVEDERE ROAD,47.8,7,0,0,0,90.4,0,9,CTX,5,05-27-2016,1540,D,FT,C,10000,118,.9614,1,6.669998E-02
PARABOLA,2.6,4,0,0,0,90.4,0,9,CTX,5,05-27-2016,1540,D,FT,C,10000,111,.7351,8,-.2263
DESTRIER,16.9,4,0,0,0,36.2,0,7,CTX,6,05-27-2016,990,D,FT,S,23000,118,.8216,2,-3.899997E-02
BILLY LION HEART,5.2,1,12.4,4.6,3.4,36.2,0,7,CTX,6,05-27-2016,990,D,FT,S,23000,111,.77,6,-9.060001E-02
CURVES THAT KICK,1.8,5,0,0,0,36.2,0,7,CTX,6,05-27-2016,990,D,FT,S,23000,118,.7902,4,-.0704
TWO FOR THE MONEY,1.1,2,0,2.8,2.2,36.2,0,7,CTX,6,05-27-2016,990,D,FT,S,23000,124,.8606,1,3.899997E-02
L W F LOVE ME DO,28.7,6,0,0,0,36.2,0,7,CTX,6,05-27-2016,990,D,FT,S,23000,118,.7841,5,-.0765
QUIET CANADIAN,30.8,3,0,0,6.8,36.2,0,7,CTX,6,05-27-2016,990,D,FT,S,23000,124,.6932,7,-.1674
REBELLIOUS WARRIOR,8.8,7,0,0,0,36.2,0,7,CTX,6,05-27-2016,990,D,FT,S,23000,124,.8212,3,-3.939998E-02
PERFECT CROSS,19.5,6,0,0,0,16,0,6,CTX,7,05-27-2016,1430,D,FT,CO,27000,119,.7524,5,-9.690005E-02
CAPTAIN KLINK,30.6,4,0,0,0,16,0,6,CTX,7,05-27-2016,1430,D,FT,CO,27000,119,.6952,6,-.1541
LUCY'S BOB BOY,1.8,1,5.6,2.8,2.6,16,0,6,CTX,7,05-27-2016,1430,D,FT,CO,27000,119,.7834,4,-6.590003E-02
PRINCE OF WINDSOR,3.7,3,0,0,2.2,16,0,6,CTX,7,05-27-2016,1430,D,FT,CO,27000,119,.8493,1,4.530001E-02
RUSSELL ROAD,5,4,0,0,0,16,0,6,CTX,7,05-27-2016,1430,D,FT,CO,27000,119,.804,2,-4.530001E-02
IN THE FAIRWAY,1.5,2,0,3.2,2.2,16,0,6,CTX,7,05-27-2016,1430,D,FT,CO,27000,121,.7853,3,-6.400001E-02
DANNA GOLD,11.6,7,0,0,0,29.2,0,9,CTX,8,05-27-2016,1540,D,FT,C,10000,122,.9122,2,-1.410002E-02
STEELERSOVERRAVENS,20.8,3,0,0,9.4,29.2,0,9,CTX,8,05-27-2016,1540,D,FT,C,10000,122,.7543,8,-.172
RIGHT DANISH,9.5,6,0,0,0,29.2,0,9,CTX,8,05-27-2016,1540,D,FT,C,10000,120,.8642,4,-6.209999E-02
MUSTABEENDREAMIN,3.5,1,9,4.4,3.8,29.2,0,9,CTX,8,05-27-2016,1540,D,FT,C,10000,120,.824,6,-.1023
EYES ON FIRE,42.9,4,0,0,0,29.2,0,9,CTX,8,05-27-2016,1540,D,FT,C,10000,120,.9043,3,-2.200001E-02
COLONIAL ROCKET,6.7,5,0,0,0,29.2,0,9,CTX,8,05-27-2016,1540,D,FT,C,10000,120,.9263,1,1.410002E-02
CHIHULY,1.9,2,0,3.6,3.4,29.2,0,9,CTX,8,05-27-2016,1540,D,FT,C,10000,120,.8048,7,-.1215
MISS LEELEE,32.6,9,0,0,0,29.2,0,9,CTX,8,05-27-2016,1540,D,FT,C,10000,120,.7224,9,-.2039
ANTHEM SINGER,3,8,0,0,0,29.2,0,9,CTX,8,05-27-2016,1540,D,FT,C,10000,116,.8376,5,-.0887
SHUCRAN,5.9,4,0,0,0,61.8,0,9,CTX,1,05-28-2016,990,D,FT,M,10000,118,.9336,1,1.800001E-03
UNWARRANTED,17.9,5,0,0,0,61.8,0,9,CTX,1,05-28-2016,990,D,FT,M,10000,122,.9318,2,-1.800001E-03
AUSTA,.9,3,0,0,2.2,61.8,0,9,CTX,1,05-28-2016,990,D,FT,M,10000,124,.802,7,-.1316
KIT DE LUCA,17.3,6,0,0,0,61.8,0,9,CTX,1,05-28-2016,990,D,FT,M,10000,116,.9004,3,-3.320003E-02
MS MICROMANAGEMENT,2.2,1,6.4,4,2.2,61.8,0,9,CTX,1,05-28-2016,990,D,FT,M,10000,124,.8029,6,-.1307
CANDY'S SONG,23.4,8,0,0,0,61.8,0,9,CTX,1,05-28-2016,990,D,FT,M,10000,118,.732,8,-.2016
OPEN EMBRACE,44,9,0,0,0,61.8,0,9,CTX,1,05-28-2016,990,D,FT,M,10000,118,.837,5,-.0966
STAR LEEN,13.4,2,0,7.8,4.2,61.8,0,9,CTX,1,05-28-2016,990,D,FT,M,10000,122,.8496,4,-8.399999E-02
OSBORNE WITH SPEED,72.2,7,0,0,0,61.8,0,9,CTX,1,05-28-2016,990,D,FT,M,10000,116,.5929,9,-.3407
LOUIS GOLD,2.1,3,0,0,2.8,77.6,0,7,CTX,2,05-28-2016,990,D,FT,C,10000,120,.77,5,-.1502
BRIGHT BULLET,9,7,0,0,0,77.6,0,7,CTX,2,05-28-2016,990,D,FT,C,10000,113,.832,2,-8.819997E-02
KISS THE V I MASS,1.5,5,0,0,0,77.6,0,7,CTX,2,05-28-2016,990,D,FT,C,10000,120,.8125,3,-.1077
MY PAL BOOBOO,20.1,4,0,0,0,77.6,0,7,CTX,2,05-28-2016,990,D,FT,C,10000,120,.7448,6,-.1754
DAVID'S PRINCE,4.2,1,10.4,6,3.4,77.6,0,7,CTX,2,05-28-2016,990,D,FT,C,10000,120,.8117,4,-.1085
HOT TUB SIXTY FIVE,6.7,2,0,6.8,4,77.6,0,7,CTX,2,05-28-2016,990,D,FT,C,10000,122,.9202,1,8.819997E-02
GREY TIGER,26.3,6,0,0,0,77.6,0,7,CTX,2,05-28-2016,990,D,FT,C,10000,120,.7371,7,-.1831
TIPASA,6.7,3,0,0,3.2,21.2,0,7,CTX,3,05-28-2016,1430,D,FT,C,10000,118,.9332,1,3.179997E-02
KISSNATALIE,34.5,6,0,0,0,21.2,0,7,CTX,3,05-28-2016,1430,D,FT,C,10000,120,.7491,6,-.1841
SKIM THE RAIL,2.8,4,0,0,0,21.2,0,7,CTX,3,05-28-2016,1430,D,FT,C,10000,120,.7972,4,-.136
BIRCH CIRCUIT,7.3,2,0,5.2,4.2,21.2,0,7,CTX,3,05-28-2016,1430,D,FT,C,10000,120,.9014,2,-3.179997E-02
PERPLEXITY,.8,1,3.6,2.6,2.2,21.2,0,7,CTX,3,05-28-2016,1430,D,FT,C,10000,118,.7515,5,-.1817
RAPID DISTINCTION,25.8,5,0,0,0,21.2,0,7,CTX,3,05-28-2016,1430,D,FT,C,10000,120,.7236,7,-.2096
JOZI'S DANCER,8.7,7,0,0,0,21.2,0,7,CTX,3,05-28-2016,1430,D,FT,C,10000,111,.8924,3,-4.079998E-02
TIZAWONDER,48.4,10,0,0,0,30.4,0,10,CTX,4,05-28-2016,1870,D,FT,C,10000,121,1.0423,1,.1758
GOMEDALDEE,51.6,8,0,0,0,30.4,0,10,CTX,4,05-28-2016,1870,D,FT,C,10000,109,.7101,9,-.3322
GLEN'S CASTLE,8.6,5,0,0,0,30.4,0,10,CTX,4,05-28-2016,1870,D,FT,C,10000,121,.8525,3,-.1898
WONDROUSWAGER,7.3,2,0,6.2,4.2,30.4,0,10,CTX,4,05-28-2016,1870,D,FT,C,10000,119,.8665,2,-.1758
CRAZY CHARLES,1.5,1,5,3.4,2.6,30.4,0,10,CTX,4,05-28-2016,1870,D,FT,C,10000,114,.806,7,-.2363
NICK THE TRICK,5.2,4,0,0,0,30.4,0,10,CTX,4,05-28-2016,1870,D,FT,C,10000,121,.8525,3,-.1898
KOKO KEY,44.6,6,0,0,0,30.4,0,10,CTX,4,05-28-2016,1870,D,FT,C,10000,119,.8482,5,-.1941
DREAMIN OF BETTY,10.2,7,0,0,0,30.4,0,10,CTX,4,05-28-2016,1870,D,FT,C,10000,121,.8355,6,-.2068
MIGHTY PLEASING,2.8,3,0,0,2.6,30.4,0,10,CTX,4,05-28-2016,1870,D,FT,C,10000,119,.7885,8,-.2538
NOBLE ABODE,69.4,9,0,0,0,30.4,0,10,CTX,4,05-28-2016,1870,D,FT,C,10000,119,.5914,10,-.4509
WILDLITTLESTOMPER,12.3,6,0,0,0,115.8,0,10,CTX,5,05-28-2016,990,D,FT,S,23000,124,.8352,5,-9.439999E-02
FURRFIELD MISS,56.6,9,0,0,0,115.8,0,10,CTX,5,05-28-2016,990,D,FT,S,23000,124,.455,9,-.4746
LITTLE PUNCHES,1.6,7,0,0,0,115.8,0,10,CTX,5,05-28-2016,990,D,FT,S,23000,118,.7868,7,-.1428
ULLAPOND,1.6,2,0,3.6,3,115.8,0,10,CTX,5,05-28-2016,990,D,FT,S,23000,118,.8016,6,-.128
HOLY DIXIELAND,5.8,4,0,0,0,115.8,0,10,CTX,5,05-28-2016,990,D,FT,S,23000,124,.9296,1,.0201
CANDALL'S LOVE,55.4,10,0,0,0,115.8,0,10,CTX,5,05-28-2016,990,D,FT,S,23000,118,.4117,10,-.5179
MY GIRL GRACE,16.2,5,0,0,0,115.8,0,10,CTX,5,05-28-2016,990,D,FT,S,23000,118,.8669,3,-6.269997E-02
JUMPIN CAT FLASH,14.6,3,0,0,6,115.8,0,10,CTX,5,05-28-2016,990,D,FT,S,23000,124,.9095,2,-.0201
DIAMOND CAUSEWAY,71.6,8,0,0,0,115.8,0,10,CTX,5,05-28-2016,990,D,FT,S,23000,124,.5227,8,-.4069
WINDSOR'S GAL,13.6,1,29.2,11.2,5.6,115.8,0,10,CTX,5,05-28-2016,990,D,FT,S,23000,118,.857,4,-7.260001E-02
ISCHIA,18,5,0,0,0,88.2,0,8,CTX,6,05-28-2016,1540,D,FT,A,24000,116,.9386,3,-4.049999E-02
INDIGO SKY,32.5,7,0,0,0,88.2,0,8,CTX,6,05-28-2016,1540,D,FT,A,24000,124,.7538,8,-.2253
GLORY GIRL,3,1,8,4.2,3.4,88.2,0,8,CTX,6,05-28-2016,1540,D,FT,A,24000,116,.8256,4,-.1535
BALEROOM DANCER,1,3,0,0,2.2,88.2,0,8,CTX,6,05-28-2016,1540,D,FT,A,24000,116,.823,5,-.1561
GROOM SCHOLARSHIP,15.2,2,0,12,6.2,88.2,0,8,CTX,6,05-28-2016,1540,D,FT,A,24000,116,.8068,7,-.1723
GOT ANY MONEY,4.1,4,0,0,0,88.2,0,8,CTX,6,05-28-2016,1540,D,FT,A,24000,116,.814,6,-.1651
INDIAN SPRINKLES,48.2,6,0,0,0,88.2,0,8,CTX,6,05-28-2016,1540,D,FT,A,24000,120,.9791,1,3.029996E-02
MY KENZIE,6.9,8,0,0,0,88.2,0,8,CTX,6,05-28-2016,1540,D,FT,A,24000,116,.9488,2,-3.029996E-02
CANDY MAN'S GIRL,1.7,3,0,0,2.2,20.4,0,6,CTX,7,05-28-2016,1430,D,FT,CO,27000,122,.8281,3,-.1057
KLUVYABYE,46.4,5,0,0,0,20.4,0,6,CTX,7,05-28-2016,1430,D,FT,CO,27000,120,.9338,1,6.979996E-02
COUNTRY MAMMA,32.8,6,0,0,0,20.4,0,6,CTX,7,05-28-2016,1430,D,FT,CO,27000,113,.7267,6,-.2071
RED HOT DIVA,.9,1,3.8,3,2.2,20.4,0,6,CTX,7,05-28-2016,1430,D,FT,CO,27000,120,.8026,5,-.1312
DIMPLES,4.6,4,0,0,0,20.4,0,6,CTX,7,05-28-2016,1430,D,FT,CO,27000,120,.8081,4,-.1257
SPA CREEK,8.6,2,0,5.8,2.4,20.4,0,6,CTX,7,05-28-2016,1430,D,FT,CO,27000,120,.864,2,-6.979996E-02
GOLD SOVEREIGN,13.9,8,0,0,0,150.4,0,10,CTX,8,05-28-2016,1540,D,FT,A,24000,122,.8657,2,-.0104
LINDY'S PAL,4.5,1,11,4.6,3.4,150.4,0,10,CTX,8,05-28-2016,1540,D,FT,A,24000,120,.8129,7,-.0632
CREATIVE MIST,13.7,2,0,6.8,3.8,150.4,0,10,CTX,8,05-28-2016,1540,D,FT,A,24000,118,.8761,1,.0104
PELESH CASTLE,88.4,10,0,0,0,150.4,0,10,CTX,8,05-28-2016,1540,D,FT,A,24000,120,.3397,10,-.5364
KING WINDSOR,25.9,7,0,0,0,150.4,0,10,CTX,8,05-28-2016,1540,D,FT,A,24000,120,.7398,9,-.1363
AFFABLE SAY EYE,7.3,6,0,0,0,150.4,0,10,CTX,8,05-28-2016,1540,D,FT,A,24000,120,.8541,3,-2.200001E-02
FIRE CONTROL,1,3,0,0,2.2,150.4,0,10,CTX,8,05-28-2016,1540,D,FT,A,24000,116,.7978,8,-.0783
ONTHESTRAITANARROW,9,9,0,0,0,150.4,0,10,CTX,8,05-28-2016,1540,D,FT,A,24000,118,.815,6,-6.110001E-02
